DateTime,Entries,UniqueIPs
1507662028,9012,9092
1507662741,9016,9096
1507663467,9018,9098
1507664428,9011,9091
1507665385,8996,9076
1507666347,9010,9090
1507667056,9019,9099
1507667787,9005,9085
1507668491,9015,9095
1507669239,9012,9092
1507670198,9012,9092
1507671149,9001,9081
1507671850,8995,9075
1507672576,8986,9066
1507673550,8990,9070
1507674253,8986,9066
1507674993,8980,9060
1507675700,8985,9065
1507676427,8986,9066
1507677150,8988,9068
1507678111,8989,9069
1507678813,8977,9057
1507679528,8978,9058
1507680276,8982,9062
1507680978,8995,9075
1507681959,8986,9066
1507682651,8987,9067
1507683372,8981,9061
1507684354,8983,9063
1507685051,8990,9070
1507685778,8977,9057
1507686744,8971,9051
1507687460,8961,9041
1507688180,8959,9039
1507689167,8966,9046
1507689849,8971,9051
1507690588,8968,9048
1507691544,8979,9059
1507692252,8980,9060
1507692975,8976,9056
1507693691,8977,9057
1507694444,8981,9061
1507695142,8980,9060
1507695871,8979,9059
1507696829,8975,9055
1507697528,8971,9051
1507698269,8967,9047
1507699227,8970,9050
1507700193,8972,9052
1507700901,8964,9044
1507701626,8964,9044
1507702338,8969,9049
1507703055,8977,9057
1507704027,8976,9056
1507704992,8979,9059
1507705943,8985,9065
1507706904,8978,9058
1507707607,8981,9061
1507708349,8967,9047
1507709055,8975,9055
1507709779,8967,9047
1507710759,8972,9052
1507711454,8985,9065
1507712187,8980,9060
1507712896,8986,9066
1507713628,8986,9066
1507714340,8982,9061
1507715057,8982,9061
1507715767,8984,9063
1507716512,8988,9067
1507717208,8988,9067
1507717945,8998,9077
1507718654,8996,9075
1507719369,9004,9083
1507720350,9003,9082
1507721296,9011,9090
1507722008,9016,9095
1507722745,9019,9098
1507723724,9013,9092
1507724429,9012,9091
1507725145,9021,9100
1507725849,9022,9101
1507726579,9026,9105
1507727554,9023,9102
1507728251,9021,9101
1507728973,9019,9099
1507729950,9010,9090
1507730903,9016,9096
1507731880,9015,9095
1507732572,9004,9084
1507733297,9009,9090
1507734009,9016,9097
1507734748,9013,9094
1507735701,8977,9058
1507736408,8981,9062
1507737388,8980,9061
1507738097,8968,9048
1507739070,8975,9055
1507740033,8974,9053
1507740741,8977,9056
1507741482,8983,9062
1507742174,8983,9062
1507742908,8983,9062
1507743862,8999,9078
1507744581,9004,9083
1507745312,8998,9077
1507746037,8988,9067
1507747755,8997,9076
1507748467,8992,9071
1507749393,8991,9070
1507750098,8986,9065
1507750822,8995,9074
1507751548,8986,9065
1507752261,8975,9054
1507753232,8981,9061
1507753932,8987,9067
1507754659,8987,9067
1507755388,8990,9070
1507756104,8981,9061
1507756807,8971,9051
1507757537,8982,9062
1507758253,8969,9049
1507758987,8961,9041
1507759945,8974,9054
1507760651,8979,9059
1507761371,8984,9064
1507762092,8993,9073
1507762837,8979,9059
1507763796,8981,9061
1507764752,8987,9067
