DateTime,AddedIPs,RemovedIPs
1507669322,77,77
1507669922,72,72
1507670521,79,79
1507671721,74,74
1507672921,79,79
1507674122,80,80
1507674721,61,61
1507675321,80,80
1507675921,32,32
1507676521,80,80
1507677722,79,79
1507678922,80,80
1507680121,64,64
1507681321,55,55
1507681922,80,80
1507682521,80,80
1507683122,79,79
1507683723,76,76
1507684921,57,57
1507685522,74,74
1507686121,79,79
1507687321,78,78
1507688522,32,32
1507689121,80,80
1507689722,80,80
1507690322,74,74
1507690922,73,73
1507691522,80,80
1507692121,80,80
1507693321,67,67
1507693921,80,80
1507694522,80,80
1507695722,79,79
1507696321,80,80
1507696921,76,76
1507697521,79,79
1507698122,80,80
1507698721,80,80
1507699322,80,80
1507699922,80,80
1507700522,80,80
1507701121,77,77
1507701722,78,78
1507702321,76,76
1507702921,68,68
1507704121,70,70
1507704721,80,80
1507705323,76,76
1507706521,78,78
1507707721,77,77
1507708922,77,77
1507709521,80,80
1507710121,75,75
1507711322,74,74
1507711922,78,78
1507712521,80,80
1507713121,76,76
1507713722,77,77
1507714922,73,73
1507715521,67,67
1507716122,80,80
1507717321,59,59
1507718521,80,80
1507719121,80,80
1507719722,80,80
1507720921,77,77
1507721522,27,27
1507722122,34,34
1507723322,78,78
1507723921,80,80
1507724522,80,80
1507725722,75,75
1507726321,80,80
1507726921,80,80
1507728121,39,39
1507728721,79,79
1507729322,80,80
1507729922,64,64
1507730521,71,71
1507731121,66,66
1507731722,74,74
1507732921,53,53
1507733522,80,80
1507734121,79,79
1507734722,79,79
1507735323,80,80
1507736522,80,80
1507737122,73,73
1507737722,72,72
1507738322,80,80
1507738922,80,80
1507740122,55,55
1507740721,73,73
1507741322,77,77
1507742521,72,72
1507743122,20,20
1507743722,17,17
1507744921,72,72
1507745522,80,80
1507747322,79,79
1507747921,80,80
1507748522,80,80
1507749122,80,80
1507749722,80,80
1507750922,52,52
1507751521,80,80
1507752123,80,80
1507752721,80,80
1507753321,80,80
1507753922,80,80
1507754522,80,80
1507755122,77,77
1507755721,72,72
1507756922,70,70
1507757522,80,80
1507758122,80,80
1507758722,80,80
1507759322,80,80
1507760521,70,70
1507761722,80,80
1507762322,63,63
1507762921,78,78
1507763522,80,80
1507764121,80,80
1507765321,79,79
1507766522,55,55
1507767721,73,73
1507768921,80,80
1507770121,73,73
1507771321,80,80
1507771922,76,76
1507772521,80,80
1507773122,80,80
1507773721,80,80
1507774921,77,77
1507776122,80,80
1507777321,79,79
1507777922,80,80
1507778521,80,80
1507779723,74,74
1507780322,80,80
1507780922,80,80
1507781522,80,80
1507782121,80,80
1507782721,80,80
1507783322,79,79
1507783921,78,78
1507784522,80,80
1507785721,76,76
1507786321,80,80
1507786921,79,79
1507788122,80,80
1507789322,80,80
1507790522,80,80
1507791122,30,30
1507791722,78,78
1507792922,80,80
1507793522,80,80
1507794122,80,80
1507795322,80,80
1507796522,54,54
1507797121,78,78
1507797721,80,80
1507798921,80,80
1507799521,80,80
1507800122,80,80
1507801322,69,69
1507802521,80,80
1507803721,80,80
1507804321,80,80
1507804922,80,80
1507806122,79,79
1507806721,80,80
1507807322,78,78
1507807921,79,79
1507808522,80,80
1507809722,73,73
1507810922,80,80
1507811521,80,80
1507812122,80,80
1507812721,80,80
1507813322,80,80
1507814521,66,66
1507815722,63,63
1507816322,80,80
1507816921,80,80
1507817521,80,80
1507818122,79,79
1507818721,80,80
1507819321,80,80
1507820522,74,74
1507821121,78,78
1507821722,77,77
1507822921,78,78
1507823522,80,80
1507824722,80,80
1507825321,80,80
1507825922,80,80
1507826522,80,80
1507827721,50,50
1507828322,80,80
1507828922,80,80
1507830121,55,55
1507831322,72,72
1507831921,77,77
1507832522,80,80
1507833722,68,68
1507834922,80,80
1507835522,80,80
1507836121,80,80
1507836721,80,80
1507837321,79,79
1507838521,80,80
1507839121,80,80
1507839722,80,80
1507840322,80,80
1507840922,64,64
1507842121,29,29
1507843322,75,75
1507844522,80,80
1507845721,72,72
1507846921,72,72
1507847521,78,78
1507848121,80,80
1507848722,53,53
1507849321,77,77
1507849921,77,77
1507850522,80,80
1507851722,78,78
1507852922,80,80
1507854122,72,72
1507854722,80,80
1507855321,80,80
1507855924,80,80
1507856522,80,80
1507857721,77,77
1507858921,79,79
1507860122,77,77
1507861322,78,78
1507861922,80,80
1507862522,80,80
1507863721,55,55
1507864922,77,77
1507865521,80,80
1507866122,78,78
1507867321,69,69
1507868522,80,80
1507869121,80,80
1507869722,80,80
1507870322,80,80
1507870921,77,77
1507872121,65,65
1507872722,80,80
1507873322,80,80
1507874521,80,80
1507875722,64,64
1507876921,79,79
1507877521,80,80
1507878121,80,80
1507879322,80,80
1507879922,80,80
1507880522,80,80
1507881722,80,80
1507882322,80,80
1507882921,80,80
1507883521,71,71
1507884122,72,72
1507885321,37,37
1507886522,80,80
1507887722,79,79
1507888922,56,56
1507890121,80,80
1507890721,80,80
1507891321,76,76
1507892522,80,80
1507893721,76,76
1507894322,79,79
1507894922,80,80
1507895522,80,80
1507896122,80,80
1507897321,62,62
1507897921,79,79
1507898522,80,80
1507899122,80,80
1507899721,80,80
1507900922,79,79
1507902121,79,79
1507902721,79,79
1507903321,80,80
1507903921,80,80
1507904522,80,80
1507905122,80,80
1507905722,80,80
1507906322,80,80
1507906921,79,79
1507908121,80,80
1507908721,79,79
1507910521,76,76
1507911722,80,80
1507912921,77,77
1507913521,80,80
1507914121,79,79
1507914722,71,71
1507915322,80,80
1507916522,65,65
1507917122,36,36
1507917722,16,16
1507918322,80,80
1507918922,80,80
1507920122,80,80
1507921322,73,73
1507921921,80,80
1507922522,80,80
1507923722,80,80
1507924922,78,78
1507925521,80,80
1507926122,39,39
1507926721,77,77
1507927322,80,80
1507928521,73,73
1507929121,13,13
1507929722,80,80
1507930322,80,80
1507930922,80,80
1507932122,80,80
1507932722,80,80
1507933321,80,80
1507934521,77,77
1507935122,74,74
1507935722,80,80
1507936922,70,70
1507938122,80,80
1507938722,80,80
1507939322,80,80
1507939922,80,80
1507940522,79,79
1507941721,80,80
1507942922,78,78
